FID;id;nome;uf;pib;estado_id;codigo_ibg;codigo_mun;ano;prestadore;servicos;populaca_1;agua;esgoto
113;3776;Paraú;RN;16929;20;2408706;240870;2015;"[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN; [24087040] SECRETARIA MUNICIPAL DE URBANISMO, OBRAS E TRANSPORTES - SMUOT";"Água; Res. Sólidos";3,891000000000000;3,424000000000000;0,000000000000000
114;3769;Mossoró;RN;3496776;20;2408003;240800;2015;"[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN; [24080040] SECRETARIA DE SERVIÇOS URBANOS - SEMSUR";"Água e Esgoto; Res. Sólidos";288,161999999999980;263,279000000000000;129,455999999999990
115;3838;Tibau;RN;32908;20;2411056;241105;2015;[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN;Água;4,019000000000000;3,090000000000000;0,000000000000000
116;2818;Calçado;PE;55976;16;2603306;260330;2015;"[26116000] Companhia Pernambucana de Saneamento - COMPESA; [26033040] Prefeitura Municipal de Calçado - PMC";"Água; Res. Sólidos";11,135999999999999;3,922000000000000;0,000000000000000
117;2620;Condado;PB;34732;15;2504504;250450;2015;[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA;Água;6,733000000000000;6,181000000000000;0,000000000000000
118;2781;Vieirópolis;PB;19722;15;2517209;251720;2015;"[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA; [25172040] SECRETARIA DE OBRAS E SERVIÇOS PÚBLICOS - SOSP";"Água; Res. Sólidos";5,295000000000000;1,186000000000000;0,000000000000000
119;2935;São João;PE;103706;16;2613206;261320;2015;[26116000] Companhia Pernambucana de Saneamento - COMPESA;Água;22,402999999999999;13,749000000000001;0,000000000000000
120;3823;São Vicente;RN;27951;20;2413003;241300;2015;[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN;Água;6,400000000000000;5,185000000000000;0,000000000000000
121;3799;Riachuelo;RN;33405;20;2410900;241090;2015;[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN;Água e Esgoto;7,863000000000000;4,837000000000000;4,301000000000000
122;3842;Triunfo Potiguar;RN;17747;20;2414456;241445;2015;[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN;Água;3,366000000000000;2,894000000000000;0,000000000000000
123;3843;Umarizal;RN;62298;20;2414506;241450;2015;[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN;Água;10,835000000000001;9,218999999999999;0,000000000000000
124;3844;Upanema;RN;89781;20;2414605;241460;2015;"[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN; [24146040] PREFEITURA MUNICIPAL DE UPANEMA - PMU";"Água; Res. Sólidos";14,282000000000000;7,050000000000000;0,000000000000000
125;3845;Várzea;RN;26155;20;2414704;251710;2015;"[25171011] Prefeitura Municipal de Várzea - PMV; [25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA; [25171040] Prefeitura Municipal de Várzea - PB - PMV";"Esgoto; Água; Res. Sólidos";2,747000000000000;2,426000000000000;1,800000000000000
126;3846;Venha-Ver;RN;17118;20;2414753;241475;2015;"[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN; [24147540] PREFEITURA MUNICIPAL DE VENHA-VER - PMVV";"Água; Res. Sólidos";4,121000000000000;1,293000000000000;0,000000000000000
127;3848;Viçosa;RN;9000;20;2414902;241490;2015;"[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN; [24149040] PREFEITURA MUNICIPAL DE VIÇOSA - PMV";"Água; Res. Sólidos";1,714000000000000;1,632000000000000;0,000000000000000
128;3837;Tenente Laurentino Cruz;RN;27868;20;2414159;241415;2015;[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN;Água;5,757000000000000;4,658000000000000;0,000000000000000
129;2819;Calumbi;PE;24667;16;2603405;260340;2015;[26116000] Companhia Pernambucana de Saneamento - COMPESA;Água;5,745000000000000;2,649000000000000;0,000000000000000
130;2817;Caetés;PE;105518;16;2603207;260320;2015;"[26116000] Companhia Pernambucana de Saneamento - COMPESA; [26032040] Prefeitura Municipal de Caetés - PMC";"Água; Res. Sólidos";28,145000000000000;6,536000000000000;0,000000000000000
131;3726;Frutuoso Gomes;RN;21606;20;2404002;240400;2015;"[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN; [24040040] PREFEITURA MUNICIPAL DE FRUTUOSO GOMES - PMFG";"Água; Res. Sólidos";4,228000000000000;2,809000000000000;0,000000000000000
132;3730;Grossos;RN;119019;20;2404408;240440;2015;[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN;Água;10,196999999999999;7,642000000000000;0,000000000000000
133;3724;Florânia;RN;45332;20;2403806;240380;2015;[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN;Água e Esgoto;9,254000000000000;7,114000000000000;7,083000000000000
134;2661;Lagoa;PB;22664;15;2508109;250810;2015;[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA;Água;4,687000000000000;2,380000000000000;0,000000000000000
135;3716;Currais Novos;RN;338680;20;2403103;240310;2015;[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN;Água e Esgoto;44,887000000000000;37,929000000000002;30,087000000000000
136;3718;Encanto;RN;24973;20;2403301;240330;2015;"[24033011] Prefeitura Municipal de Encanto - PME; [24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN; [24033040] PREFEITURA MUNICIPAL  DE ENCANTO - PME";"Esgoto; Água; Res. Sólidos";5,593000000000000;2,464000000000000;5,593000000000000
137;3744;Jardim do Seridó;RN;70799;20;2405702;240570;2015;"[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN; [24057040] Prefeitura Municipal de Jardim do Seridó - PMJS";"Água; Res. Sólidos";12,553000000000001;10,192000000000000;0,000000000000000
138;3748;Jucurutu;RN;104194;20;2406106;240610;2015;"[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN; [24061040] Secretária de Serviços Urbanos - SSU";"Água e Esgoto; Res. Sólidos";18,449999999999999;11,340999999999999;3,757000000000000
139;3753;Lagoa Nova;RN;64893;20;2406502;240650;2015;"[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN; [24065040] PREFEITURA MUNICIPAL DE LAGOA NOVA - PMLN";"Água e Esgoto; Res. Sólidos";15,273999999999999;7,586000000000000;5,042000000000000
140;3760;Macau;RN;454248;20;2407203;240720;2015;"[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN; [24072040] Prefeitura Municipal - PM";"Água e Esgoto; Res. Sólidos";31,318000000000001;23,797000000000001;20,617999999999999
141;3762;Marcelino Vieira;RN;42046;20;2407302;240730;2015;"[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN; [24073040] Prefeitura Municipal de Marcelino Vieira - PMMV";"Água; Res. Sólidos";8,499000000000001;5,058000000000000;0,000000000000000
142;3763;Martins;RN;37567;20;2407401;240740;2015;"[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN; [24074040] Prefeitura Municipal de Martins - PMM";"Água; Res. Sólidos";8,706000000000000;5,340000000000000;0,000000000000000
143;3805;Santana do Matos;RN;66841;20;2411403;241140;2015;[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN;Água;13,605000000000000;6,804000000000000;0,000000000000000
144;3810;São Fernando;RN;34092;20;2411809;241180;2015;"[24118011] Prefeitura Municipal de São Fernando - PMSF; [24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN";"Esgoto; Água";3,587000000000000;2,423000000000000;2,187000000000000
145;3811;São Francisco do Oeste;RN;19839;20;2411908;241190;2015;"[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN; [24119040] Prefeitura Municipal de São Francisco do Oeste - PMSFO";"Água; Res. Sólidos";4,173000000000000;3,176000000000000;0,000000000000000
146;3812;São Gonçalo do Amarante;RN;953855;20;2412005;231240;2015;"[23044000] Companhia de Água e Esgoto do Ceará - CAGECE; [23124040] Secretaria de Meio Ambiente e Urbanismo - PMSGA";"Água e Esgoto; Res. Sólidos";47,296999999999997;15,927000000000000;5,987000000000000
147;3813;São João do Sabugi;RN;35384;20;2412104;241210;2015;"[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN; [24121040] Secretaria Municipal de Infraestrutura e Serviços Urbanos - SMIS";"Água; Res. Sólidos";6,218000000000000;4,994000000000000;0,000000000000000
148;2771;Sousa;PB;586365;15;2516201;251620;2015;"[25162011] Departamento de Água, Esgoto e Saneamento Ambiental de Sousa - DAESA; [25162040] Departamento de Água, Esgotos e Saneamento Ambiental de Sousa - DAESA";"Água e Esgoto; Res. Sólidos";68,822000000000003;61,453000000000003;28,818999999999999
149;3733;Ipanguaçu;RN;87684;20;2404705;240470;2015;"[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN; [24047040] Prefeitura Municipal de Ipanguaçu - PMI";"Água; Res. Sólidos";15,147000000000000;3,842000000000000;0,000000000000000
150;2821;Camocim de São Félix;PE;91817;16;2603504;260350;2015;"[26116000] Companhia Pernambucana de Saneamento - COMPESA; [26035040] Prefeitura Municipal de Camocim - PMC";"Água; Res. Sólidos";18,292000000000002;13,071999999999999;0,000000000000000
151;3725;Francisco Dantas;RN;15821;20;2403905;240390;2015;[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN;Água;2,909000000000000;1,667000000000000;0,000000000000000
152;3729;Governador Dix-Sept Rosado;RN;142763;20;2404309;240430;2015;[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN;Água;13,048000000000000;6,092000000000000;0,000000000000000
153;2692;Ouro Velho;PB;14955;15;2510600;251060;2015;"[25106011] Prefeitura Municipal de Ouro Velho - PMOV; [25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA; [25106040] Prefeitura Municipal de Ouro Velho - PMOV";"Esgoto; Água; Res. Sólidos";3,023000000000000;2,063000000000000;1,700000000000000
154;2656;Juarez Távora;PB;30582;15;2507606;250760;2015;"[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA; [25076040] Prefeitura Municipal de Juarez Távora - PMJT";"Água; Res. Sólidos";7,850000000000000;7,158000000000000;0,000000000000000
155;3739;Janduís;RN;28893;20;2405207;240520;2015;[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN;Água;5,419000000000000;4,101000000000000;0,000000000000000
156;2657;Juazeirinho;PB;74857;15;2507705;250770;2015;[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA;Água;17,902000000000001;8,442000000000000;0,000000000000000
157;2659;Juripiranga;PB;54178;15;2507903;250790;2015;[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA;Água;10,669000000000000;7,227000000000000;0,000000000000000
158;2664;Lastro;PB;14276;15;2508406;250840;2015;"[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA; [25084040] PREFEITURA MUNICIPAL DE LASTRO - PML";"Água; Res. Sólidos";2,765000000000000;1,614000000000000;0,000000000000000
159;2665;Livramento;PB;30907;15;2508505;250850;2015;[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA;Água;7,355000000000000;4,238000000000000;0,000000000000000
160;3742;Jardim de Angicos;RN;14136;20;2405504;240550;2015;[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN;Água;2,669000000000000;1,432000000000000;0,000000000000000
161;2594;Boqueirão;PB;105054;15;2502508;250250;2015;"[25025011] Prefeitura Municipal de Boqueirão - PMB; [25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA; [25025040] Prefeitura Municipal de Boqueirão - PMB";"Esgoto; Água; Res. Sólidos";17,670000000000002;11,319000000000001;12,462000000000000
162;2669;Malta;PB;25455;15;2508802;250880;2015;"[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA; [25088040] Prefeitura Municipal de Malta - PMM";"Água; Res. Sólidos";5,672000000000000;5,481000000000000;0,000000000000000
163;3734;Ipueira;RN;14429;20;2404804;240480;2015;"[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN; [24048040] PREFEITURA MUNICIPAL DE IPUEIRA - PMI";"Água; Res. Sólidos";2,221000000000000;2,020000000000000;0,000000000000000
164;3736;Itaú;RN;31158;20;2404903;240490;2015;[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN;Água;5,878000000000000;5,161000000000000;0,000000000000000
165;2596;Brejo do Cruz;PB;57812;15;2502805;250280;2015;[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA;Água;13,900000000000000;10,100000000000000;0,000000000000000
166;2575;Areia de Baraúnas;PB;9611;15;2501153;250115;2015;"[25011511] Prefeitura Municipal de Areia de Baraunas - PMAB; [25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA; [25011540] Prefeitura Municipal de Areia de Baraúnas - PMAB";"Esgoto; Água; Res. Sólidos";1,880000000000000;953,000000000000000;1,412000000000000
167;2581;Baraúna;PB;19034;15;2501534;240145;2015;[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN;Água;27,238000000000000;17,132000000000001;0,000000000000000
168;2680;Mogeiro;PB;62262;15;2509404;250940;2015;"[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA; [25094040] Prefeitura Municipal de Mogeiro - PMM";"Água; Res. Sólidos";13,317000000000000;2,871000000000000;0,000000000000000
169;2704;Pilões;PB;34066;15;2511608;251160;2015;"[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA; [25116040] administração - PMP";"Água; Res. Sólidos";6,728000000000000;0,000000000000000;0,000000000000000
170;2694;Passagem;PB;13378;15;2510709;251070;2015;[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA;Água;2,383000000000000;2,115000000000000;0,000000000000000
171;2719;Riachão do Bacamarte;PB;20663;15;2512754;251275;2015;[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA;Água;4,476000000000000;2,228000000000000;0,000000000000000
172;2601;Cachoeira dos Índios;PB;47126;15;2503308;250330;2015;"[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA; [25033040] Prefeitura Municipal de Cachoeira Dos Índios - PMCÍ";"Água; Res. Sólidos";10,114000000000001;3,981000000000000;0,000000000000000
173;3695;Augusto Severo;RN;45248;20;2401305;240130;2015;"[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN; [24013040] Prefeitural Municipal de Campo Grande - PMAS";"Água; Res. Sólidos";9,715999999999999;5,232000000000000;0,000000000000000
174;2606;Cajazeiras;PB;461767;15;2503704;250370;2015;"[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA; [25037040] Secretaria Executiva de Meio Ambiente - SEMAC";"Água e Esgoto; Res. Sólidos";61,430999999999997;61,430999999999997;9,287000000000001
175;2608;Caldas Brandão;PB;27843;15;2503803;250380;2015;[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA;Água;5,945000000000000;5,342000000000000;0,000000000000000
176;2862;Ingazeira;PE;21808;16;2607109;260710;2015;[26116000] Companhia Pernambucana de Saneamento - COMPESA;Água;4,556000000000000;2,147000000000000;0,000000000000000
177;2609;Camalaú;PB;26379;15;2503902;250390;2015;"[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA; [25039040] Prefeitura Municipal de Camalaú/PB - PM";"Água e Esgoto; Res. Sólidos";5,971000000000000;4,292000000000000;355,000000000000000
178;2618;Caturité;PB;35912;15;2504355;250435;2015;"[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA; [25043540] Secretaria Municipal de Infraestrutura - SEINFRA";"Água; Res. Sólidos";4,779000000000000;1,891000000000000;0,000000000000000
179;3697;Baraúna;RN;207111;20;2401453;240145;2015;[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN;Água;27,238000000000000;17,132000000000001;0,000000000000000
180;2565;Alagoinha;PB;55240;15;2500502;250050;2015;"[25005011] Serviço Autônomo de Água e Esgoto - SAAE; [25005040] Prefeitura Municipal - PM";"Água; Res. Sólidos";14,284000000000001;11,100000000000000;0,000000000000000
181;2767;Sobrado;PB;34320;15;2515971;251597;2015;[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA;Água;7,712000000000000;2,085000000000000;0,000000000000000
182;2566;Alcantil;PB;25167;15;2500536;250053;2015;"[25005311] Prefeitura Municipal de Alcantil - PMA; [25005340] Secretaria de Infraestrutura - SIE";"Água e Esgoto; Res. Sólidos";5,451000000000000;5,425000000000000;5,425000000000000
183;2569;Amparo;PB;10312;15;2500734;250073;2015;"[25007311] Prefeitura Municipal de Amparo - PMA; [25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA";"Esgoto; Água";2,212000000000000;1,498000000000000;998,000000000000000
184;2570;Aparecida;PB;34357;15;2500775;250077;2015;"[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA; [25007740] Prefeitura Municpal de Aparecida - PMA";"Água; Res. Sólidos";8,263000000000000;4,806000000000000;0,000000000000000
185;3701;Bom Jesus;RN;46809;20;2401701;250220;2015;"[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA; [25022040] Prefeitura Municipal de Bom Jesus - PMBJ";"Água; Res. Sólidos";2,532000000000000;1,811000000000000;0,000000000000000
186;3702;Brejinho;RN;60567;20;2401800;260250;2015;"[26116000] Companhia Pernambucana de Saneamento - COMPESA; [26025040] PREFEITURA MUNICIPAL DE BREJINHO - PMB";"Água; Res. Sólidos";7,464000000000000;4,740000000000000;0,000000000000000
187;2622;Congo;PB;29041;15;2504702;250470;2015;"[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA; [25047040] PREFEITURA MUNICIPAL DE CONGO - PMC";"Água; Res. Sólidos";4,780000000000000;4,314000000000000;0,000000000000000
188;3757;Lucrécia;RN;18137;20;2406908;240690;2015;"[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN; [24069040] PREFEITURA MUNICIPAL DE LUCRECIA - PML";"Água e Esgoto; Res. Sólidos";3,933000000000000;2,416000000000000;2,468000000000000
189;2625;Cruz do Espírito Santo;PB;84952;15;2504900;250490;2015;[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA;Água;17,212000000000000;6,233000000000000;0,000000000000000
190;2626;Cubati;PB;29356;15;2505006;250500;2015;[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA;Água e Esgoto;7,193000000000000;5,682000000000000;645,000000000000000
191;2782;Vista Serrana;PB;15085;15;2505501;250550;2015;[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA;Água;3,744000000000000;2,900000000000000;0,000000000000000
192;2783;Zabelê;PB;10369;15;2517407;251740;2015;"[25174011] Prefeitura Municipal de Zabelê - PMZ; [25174040] Prefeitura Municipal de Zabelê - PMZ";"Água; Res. Sólidos";2,208000000000000;1,566000000000000;0,000000000000000
193;2592;Bom Sucesso;PB;23151;15;2502300;250230;2015;"[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA; [25023040] SECRETARIA DE INFRAESTRUTURA - SIE";"Água; Res. Sólidos";5,007000000000000;2,158000000000000;0,000000000000000
194;2593;Bonito de Santa Fé;PB;47127;15;2502409;250240;2015;"[25024011] Prefeitura Municipal de Bonito de Santa Fé - PMBSF; [25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA; [25024040] Prefeitura Municipal de Bonito de Santa Fé - PMBSF";"Esgoto; Água; Res. Sólidos";11,683999999999999;9,026000000000000;8,500000000000000
195;2787;Agrestina;PE;125572;16;2600302;260030;2015;[26116000] Companhia Pernambucana de Saneamento - COMPESA;Água;24,256000000000000;23,436000000000000;0,000000000000000
196;2789;Águas Belas;PE;178224;16;2600500;260050;2015;"[26116000] Companhia Pernambucana de Saneamento - COMPESA; [26005040] SECRETARIA DE INFRAESTRUTURA - SEINFRA";"Água; Res. Sólidos";42,566000000000003;20,270000000000000;0,000000000000000
197;2794;Angelim;PE;42085;16;2601003;260100;2015;"[26116000] Companhia Pernambucana de Saneamento - COMPESA; [26010040] Prefeitura Municipal de Angelim - PMA";"Água; Res. Sólidos";10,882000000000000;7,541000000000000;0,000000000000000
198;2796;Araripina;PE;413682;16;2601102;260110;2015;"[26011011] Prefeitura Municipal de Araripina - PMA; [26116000] Companhia Pernambucana de Saneamento - COMPESA; [26011040] Prefeitura Municipal de Araripina - PMA";"Esgoto; Água; Res. Sólidos";82,799999999999997;53,978000000000002;35,530999999999999
199;2797;Arcoverde;PE;415858;16;2601201;260120;2015;[26116000] Companhia Pernambucana de Saneamento - COMPESA;Água e Esgoto;72,625000000000000;67,787000000000006;3,859000000000000
200;2798;Barra de Guabiraba;PE;51451;16;2601300;260130;2015;[26116000] Companhia Pernambucana de Saneamento - COMPESA;Água;13,952999999999999;13,763999999999999;0,000000000000000
201;2831;Cedro;PE;46144;16;2604304;230380;2015;[23044000] Companhia de Água e Esgoto do Ceará - CAGECE;Água e Esgoto;25,013000000000002;12,298000000000000;881,000000000000000
202;2802;Belo Jardim;PE;784639;16;2601706;260170;2015;"[26017011] Prefeitura Municipal de Belo Jardim - PMBJ; [26116000] Companhia Pernambucana de Saneamento - COMPESA; [26017040] Prefeitura Municipal de Belo Jardim - PMBJ";"Esgoto; Água; Res. Sólidos";75,462000000000003;75,462000000000003;53,155000000000001
203;2803;Betânia;PE;48656;16;2601805;260180;2015;"[26018011] Prefeitura Municipal de Betania - PMB; [26116000] Companhia Pernambucana de Saneamento - COMPESA";"Esgoto; Água";12,539000000000000;5,691000000000000;3,878000000000000
204;2806;Bom Conselho;PE;310636;16;2602100;260210;2015;[26116000] Companhia Pernambucana de Saneamento - COMPESA;Água;47,759999999999998;30,960000000000001;0,000000000000000
205;2804;Bezerros;PE;337154;16;2601904;260190;2015;[26116000] Companhia Pernambucana de Saneamento - COMPESA;Água;60,386000000000003;48,789000000000001;0,000000000000000
206;2805;Bodocó;PE;167561;16;2602001;260200;2015;"[26020011] Prefeitura Municipal de Bodocó - PMB; [26116000] Companhia Pernambucana de Saneamento - COMPESA; [26020040] Prefeitura Municipal de Bodocó - PMB";"Esgoto; Água; Res. Sólidos";37,317000000000000;17,068000000000001;20,036999999999999
207;2811;Brejo da Madre de Deus;PE;193454;16;2602605;260260;2015;"[26026011] Prefeitura Municipal de Brejo da Madre de Deus - PMBMD; [26116000] Companhia Pernambucana de Saneamento - COMPESA";"Esgoto; Água";49,091999999999999;27,327000000000002;20,000000000000000
208;2807;Bom Jardim;PE;187373;16;2602209;260220;2015;[26116000] Companhia Pernambucana de Saneamento - COMPESA;Água;38,923999999999999;24,988000000000000;0,000000000000000
209;2809;Brejão;PE;55380;16;2602407;260240;2015;[26116000] Companhia Pernambucana de Saneamento - COMPESA;Água;8,989000000000001;4,013000000000000;0,000000000000000
210;2810;Brejinho;PE;30283;16;2602506;260250;2015;"[26116000] Companhia Pernambucana de Saneamento - COMPESA; [26025040] PREFEITURA MUNICIPAL DE BREJINHO - PMB";"Água; Res. Sólidos";7,464000000000000;4,740000000000000;0,000000000000000
211;2673;Mari;PB;98329;15;2509107;250910;2015;[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA;Água;21,754999999999999;15,269000000000000;0,000000000000000
212;3717;Doutor Severiano;RN;29407;20;2403202;240320;2015;[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN;Água e Esgoto;7,184000000000000;3,756000000000000;1,392000000000000
213;2888;Machados;PE;67865;16;2609105;260910;2015;[26116000] Companhia Pernambucana de Saneamento - COMPESA;Água;15,313000000000001;8,871000000000000;0,000000000000000
214;2643;Gurinhém;PB;62246;15;2506400;250640;2015;"[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA; [25064040] Prefeitura Municipal de Gurinhém - PMG";"Água; Res. Sólidos";14,117000000000001;7,334000000000000;0,000000000000000
215;2716;Quixabá;PB;9168;15;2512606;251260;2015;"[25126011] Prefeitura Municipal de Quixabá - PMQ; [25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA; [25126040] Prefeitura Municipal de Quixaba - PMQ";"Esgoto; Água; Res. Sólidos";1,901000000000000;978,000000000000000;80,000000000000000
216;3688;Almino Afonso;RN;21464;20;2400604;240060;2015;"[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN; [24006040] PREFEITURA MUNICIPAL DE ALMINO AFONSO - PMAA";"Água; Res. Sólidos";4,899000000000000;3,499000000000000;0,000000000000000
217;2740;São Domingos do Cariri;PB;12311;15;2513943;251394;2015;"[25139411] Prefeitura Municipal de São Domingos do Cariri - PMSDC; [25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA; [25139440] Prefeitura Municipal de São Domingos do Cariri - PMSDC";"Esgoto; Água; Res. Sólidos";2,563000000000000;1,751000000000000;800,000000000000000
218;2808;Bonito;PE;203314;16;2602308;260230;2015;[26116000] Companhia Pernambucana de Saneamento - COMPESA;Água;38,094000000000001;32,320999999999998;0,000000000000000
219;2813;Buíque;PE;272624;16;2602803;260280;2015;[26116000] Companhia Pernambucana de Saneamento - COMPESA;Água;56,523000000000003;17,065999999999999;0,000000000000000
220;2816;Cachoeirinha;PE;103417;16;2603108;260310;2015;[26116000] Companhia Pernambucana de Saneamento - COMPESA;Água;19,951000000000001;17,391999999999999;0,000000000000000
221;2828;Caruaru;PE;3003634;16;2604106;260410;2015;"[26116000] Companhia Pernambucana de Saneamento - COMPESA; [26041040] Prefeitura Municipal Caruaru - PMC";"Água e Esgoto; Res. Sólidos";347,088000000000020;339,749000000000020;152,841000000000010
222;2829;Casinhas;PE;67504;16;2604155;260415;2015;"[26116000] Companhia Pernambucana de Saneamento - COMPESA; [26041540] Prefeitura Muncipal de Casinhas - PMC";"Água; Res. Sólidos";14,218999999999999;1,670000000000000;0,000000000000000
223;2835;Correntes;PE;80334;16;2604700;260470;2015;[26116000] Companhia Pernambucana de Saneamento - COMPESA;Água;17,968000000000000;12,129000000000000;0,000000000000000
224;2839;Custódia;PE;207616;16;2605103;260510;2015;"[26116000] Companhia Pernambucana de Saneamento - COMPESA; [26051040] Prefeitura Municipal de Custódia - PMC";"Água; Res. Sólidos";36,183999999999997;21,359000000000002;0,000000000000000
225;2837;Cumaru;PE;94205;16;2604908;260490;2015;[26116000] Companhia Pernambucana de Saneamento - COMPESA;Água;13,132000000000000;7,009000000000000;0,000000000000000
226;2843;Feira Nova;PE;86263;16;2605400;260540;2015;[26116000] Companhia Pernambucana de Saneamento - COMPESA;Água;21,710000000000001;18,431999999999999;0,000000000000000
227;2846;Flores;PE;89068;16;2605608;260560;2015;[26116000] Companhia Pernambucana de Saneamento - COMPESA;Água;22,588000000000001;12,911000000000000;0,000000000000000
228;2847;Floresta;PE;286209;16;2605707;260570;2015;"[26116000] Companhia Pernambucana de Saneamento - COMPESA; [26057040] PREFEITURA MUNICIPAL DE FLORESTA - PMF";"Água; Res. Sólidos";31,809000000000001;27,172000000000001;0,000000000000000
229;2848;Frei Miguelinho;PE;60200;16;2605806;260580;2015;[26116000] Companhia Pernambucana de Saneamento - COMPESA;Água;15,137000000000000;6,063000000000000;0,000000000000000
230;2850;Garanhuns;PE;1140082;16;2606002;260600;2015;[26116000] Companhia Pernambucana de Saneamento - COMPESA;Água e Esgoto;136,949000000000010;136,949000000000010;13,707000000000001
231;2856;Ibimirim;PE;138622;16;2606606;260660;2015;"[26116000] Companhia Pernambucana de Saneamento - COMPESA; [26066040] Prefeitura Municipla de Ibimirim - PMI";"Água; Res. Sólidos";28,603999999999999;15,555999999999999;0,000000000000000
232;2861;Inajá;PE;90698;16;2607000;260700;2015;[26070011] Prefeitura Municipal de Inajá - PMI;Água e Esgoto;21,931999999999999;13,263999999999999;5,021000000000000
