codigo_municipio;municipio;uf;ano;prestadores;servicos;populacao;agua;esgoto
231325;Tarrafas;CE;2015;"[23044000] Companhia de Água e Esgoto do Ceará - CAGECE; [23132540] Prefeitura Municipal - PM";"Água e Esgoto; Res Sólidos";8899;2621;188
231330;Tauá;CE;2015;"[23044000] Companhia de Água e Esgoto do Ceará - CAGECE; [23133040] Secretaria de InfraEstrutura e Desenvolvimento Urbano - SEINFRA";"Água e Esgoto; Res Sólidos";57701;28663;3433
231335;Tejuçuoca;CE;2015;[23044000] Companhia de Água e Esgoto do Ceará - CAGECE;Água;18510;4732;
231340;Tianguá;CE;2015;"[23044000] Companhia de Água e Esgoto do Ceará - CAGECE; [23134040] Prefeitura Municipal de tianguá - PM";"Água e Esgoto; Res Sólidos";73468;41019;11488
231350;Trairi;CE;2015;[23044000] Companhia de Água e Esgoto do Ceará - CAGECE;Água e Esgoto;54418;8199;1249
231355;Tururu;CE;2015;"[23044000] Companhia de Água e Esgoto do Ceará - CAGECE; [23135540] Prefeitura Municipal de Tururu - PMT";"Água; Res Sólidos";15594;4620;
231360;Ubajara;CE;2015;"[23044000] Companhia de Água e Esgoto do Ceará - CAGECE; [23136040] Prefeitura Municipal - PM";"Água; Res Sólidos";33792;13026;
231370;Umari;CE;2015;"[23137011] Prefeitura Municipal de Umari - PMU; [23044000] Companhia de Água e Esgoto do Ceará - CAGECE; [23137040] PREFEITURA MUNICIPAL DE UMARI - PMU";"Esgoto; Água; Res Sólidos";7665;2451;4550
231375;Umirim;CE;2015;"[23044000] Companhia de Água e Esgoto do Ceará - CAGECE; [23137540] secretaria de infraestrutura - seinfra";"Água; Res Sólidos";19521;9374;
231380;Uruburetama;CE;2015;[23044000] Companhia de Água e Esgoto do Ceará - CAGECE;Água;21206;12312;
231390;Uruoca;CE;2015;[23044000] Companhia de Água e Esgoto do Ceará - CAGECE;Água e Esgoto;13519;4049;914
231395;Varjota;CE;2015;"[23044000] Companhia de Água e Esgoto do Ceará - CAGECE; [23139540] SECRETARIA DE OBRAS E SERVIÇOS PÚBLICOS - SEOSP";"Água; Res Sólidos";18136;11492;
231400;Várzea Alegre;CE;2015;"[23140011] Prefeitura Municipal de Várzea Alegre - PMVA; [23044000] Companhia de Água e Esgoto do Ceará - CAGECE; [23140040] Prefeitura Municipal de Várzea Alegre - PMVA";"Esgoto; Água; Res Sólidos";40062;21501;17900
231410;Viçosa do Ceará;CE;2015;"[23141011] Prefeitura Municipal de Viçosa do Ceará - PMVC; [23044000] Companhia de Água e Esgoto do Ceará - CAGECE";"Esgoto; Água";58922;13319;2710
250010;Água Branca;PB;2015;[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA;Água;10083;4476;
250020;Aguiar;PB;2015;"[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA; [25002040] Prefeitura Municipal de Aguiar - PMA";"Água; Res Sólidos";5573;3358;
250030;Alagoa Grande;PB;2015;"[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA; [25003040] Secretaria de Meio Ambiente e Recursos Naturais - SEMAAG";"Água e Esgoto; Res Sólidos";28646;21278;8470
250040;Alagoa Nova;PB;2015;"[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA; [25004040] PREFEITURA MUNICIPAL DE ALAGOA NOVA - PMAN";"Água; Res Sólidos";20500;6899;
250050;Alagoinha;PB;2015;"[25005011] Serviço Autônomo de Água e Esgoto - SAAE; [25005040] Prefeitura Municipal - PM";"Água; Res Sólidos";14284;11100;
250053;Alcantil;PB;2015;"[25005311] Prefeitura Municipal de Alcantil - PMA; [25005340] Secretaria de Infraestrutura - SIE";"Água e Esgoto; Res Sólidos";5451;5425;5425
250057;Algodão de Jandaíra;PB;2015;[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA;Água;2475;;
250060;Alhandra;PB;2015;"[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA; [25006040] Prefeitura Municipal de Alhandra - PMA";"Água; Res Sólidos";19238;16276;
250073;Amparo;PB;2015;"[25007311] Prefeitura Municipal de Amparo - PMA; [25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA";"Esgoto; Água";2212;1498;998
250077;Aparecida;PB;2015;"[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA; [25007740] Prefeitura Municpal de Aparecida - PMA";"Água; Res Sólidos";8263;4806;
250080;Araçagi;PB;2015;"[25008011] Serviço Autônomo de Água e Esgoto - SAAE; [25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA; [25008040] PREFEITURA MUNICIPAL DE ARAÇAGI - PMA";"Esgoto; Água; Res Sólidos";17122;8188;6000
250090;Arara;PB;2015;"[25009011] Prefeitura Municipal de Arara - PMA; [25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA; [25009040] Prefeitura Municipal de Arara - PMA";"Esgoto; Água; Res Sólidos";13355;10429;13355
250100;Araruna;PB;2015;"[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA; [25010040] PREFEITURA MUNICIPAL DE ARARUNA - PMA";"Água e Esgoto; Res Sólidos";20051;11057;7880
250110;Areia;PB;2015;[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA;Água;23110;13726;
250115;Areia de Baraúnas;PB;2015;"[25011511] Prefeitura Municipal de Areia de Baraunas - PMAB; [25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA; [25011540] Prefeitura Municipal de Areia de Baraúnas - PMAB";"Esgoto; Água; Res Sólidos";1880;953;1412
250120;Areial;PB;2015;"[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA; [25012040] Prefeitura Municipal - PMA";"Água; Res Sólidos";6900;;
250130;Aroeiras;PB;2015;"[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA; [25013040] Prefeitura Municipal de Aroeiras - PMA";"Água; Res Sólidos";19204;;
250150;Bananeiras;PB;2015;[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA;Água;21235;5266;
250157;Barra de Santana;PB;2015;"[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA; [25015740] Prefeitura Municipal de Barra de Santana - PMBS";"Água; Res Sólidos";8249;891;
250160;Barra de Santa Rosa;PB;2015;[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA;Água;15145;9491;
250170;Barra de São Miguel;PB;2015;"[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA; [25017040] PREFEITURA MUNICIPAL DE BARRA DE SÃO MIGUEL - PMBSM";"Água; Res Sólidos";5905;;
250180;Bayeux;PB;2015;"[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA; [25018040] SECRETARIA DE INFRAESTRUTURA - MARQUISE";"Água e Esgoto; Res Sólidos";96140;77843;8793
250190;Belém;PB;2015;"[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA; [25019040] secretaria de desenvolvimento urbano,infraestrutura e transporte - seduit";"Água; Res Sólidos";17594;15553;
250200;Belém do Brejo do Cruz;PB;2015;"[25020011] Prefeitura Municipal de Belém do Brejo do Cruz - PMBBC; [25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA; [25020040] PREFEITURA MUNICIPAL DE BELÉM DO BREJO DO CRUZ - PMBBC";"Esgoto; Água; Res Sólidos";7320;5130;7320
250205;Bernardino Batista;PB;2015;[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA;Água;3356;;
250210;Boa Ventura;PB;2015;"[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA; [25021040] prefeitura municipal de boa ventura - PMBV";"Água; Res Sólidos";5473;4357;
250215;Boa Vista;PB;2015;"[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA; [25021540] PREFEITURA MUNICIPAL DE BOA VISTA - PMBV";"Água; Res Sólidos";6884;4861;
250220;Bom Jesus;PB;2015;"[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA; [25022040] Prefeitura Municipal de Bom Jesus - PMBJ";"Água; Res Sólidos";2532;1811;
250230;Bom Sucesso;PB;2015;"[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA; [25023040] SECRETARIA DE INFRAESTRUTURA - SIE";"Água; Res Sólidos";5007;2158;
250240;Bonito de Santa Fé;PB;2015;"[25024011] Prefeitura Municipal de Bonito de Santa Fé - PMBSF; [25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA; [25024040] Prefeitura Municipal de Bonito de Santa Fé - PMBSF";"Esgoto; Água; Res Sólidos";11684;9026;8500
250250;Boqueirão;PB;2015;"[25025011] Prefeitura Municipal de Boqueirão - PMB; [25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA; [25025040] Prefeitura Municipal de Boqueirão - PMB";"Esgoto; Água; Res Sólidos";17670;11319;12462
250280;Brejo do Cruz;PB;2015;[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA;Água;13900;10100;
250290;Brejo dos Santos;PB;2015;[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA;Água;6413;5097;
250300;Caaporã;PB;2015;"[25030011] Serviço Autônomo de Água e Esgoto - SAAE; [25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA";"Água; Água";21555;14570;
250310;Cabaceiras;PB;2015;[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA;Água;5449;2463;
250320;Cabedelo;PB;2015;"[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA; [25032040] SECRETARIA DE INFRAESTRUTURA - SEINFRA";"Água e Esgoto; Res Sólidos";65634;65634;13074
250330;Cachoeira dos Índios;PB;2015;"[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA; [25033040] Prefeitura Municipal de Cachoeira Dos Índios - PMCÍ";"Água; Res Sólidos";10114;3981;
250340;Cacimba de Areia;PB;2015;"[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA; [25034040] Prefeitura Municipal de Cacimba de Areia - PMCA";"Água; Res Sólidos";3713;1869;
250350;Cacimba de Dentro;PB;2015;"[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA; [25035040] PREFEITURA MUNICIPAL DE CACIMBA DE DENTRO - PMCD";"Água; Res Sólidos";17149;10615;
250355;Cacimbas;PB;2015;"[25035511] Prefeitura Municipal de Cacimbas - PMC; [25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA; [25035540] Prefeitura Municipal de Cacimbas - PMC";"Esgoto; Água; Res Sólidos";7112;;3400
250360;Caiçara;PB;2015;[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA;Água;7293;5860;
250370;Cajazeiras;PB;2015;"[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA; [25037040] Secretaria Executiva de Meio Ambiente - SEMAC";"Água e Esgoto; Res Sólidos";61431;61431;9287
250375;Cajazeirinhas;PB;2015;"[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA; [25037540] PREFEITURA MUNICIPAL DE CAJAZEIRINHAS - PMC";"Água e Esgoto; Res Sólidos";3165;1513;397
250380;Caldas Brandão;PB;2015;[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA;Água;5945;5342;
250390;Camalaú;PB;2015;"[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA; [25039040] Prefeitura Municipal de Camalaú/PB - PM";"Água e Esgoto; Res Sólidos";5971;4292;355
250400;Campina Grande;PB;2015;"[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA; [25040040] SECRETARIA DE SERVIÇOS URBANOS E MEIO AMBIENTE - SESUMA";"Água e Esgoto; Res Sólidos";405072;405072;357612
250403;Capim;PB;2015;"[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA; [25040340] PREFEITURA MUNICIPAL DE CAPIM - PMC";"Água; Res Sólidos";6326;3101;
250407;Caraúbas;PB;2015;"[25040711] Prefeitura Municipal de Caraúbas - PMC; [25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA";"Esgoto; Água";4115;1918;2318
250410;Carrapateira;PB;2015;"[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA; [25041040] PREFEITURA MUNICIPAL DE CARRAPATEIRA - PMC";"Água; Res Sólidos";2601;;
250415;Casserengue;PB;2015;"[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA; [25041540] Prefeitura Municipal de Casserengue - PMC";"Água; Res Sólidos";7394;3210;
250420;Catingueira;PB;2015;"[25042011] Prefeitura Municipal de Catingueira - PMC; [25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA; [25042040] Prefeitura Municipal de Catingueira - PMC";"Esgoto; Água; Res Sólidos";4920;3358;1720
250430;Catolé do Rocha;PB;2015;"[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA; [25043040] Prefeitura Municipal de Catolé do Rocha PB - PMCR";"Água e Esgoto; Res Sólidos";30179;22542;5803
250435;Caturité;PB;2015;"[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA; [25043540] Secretaria Municipal de Infraestrutura - SEINFRA";"Água; Res Sólidos";4779;1891;
250440;Conceição;PB;2015;"[25044011] Prefeitura Municipal de Conceição - PMC; [25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA; [25044040] Prefeitura Municipal de Conceição - PMC";"Esgoto; Água; Res Sólidos";18860;13106;7500
250450;Condado;PB;2015;[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA;Água;6733;6181;
250460;Conde;PB;2015;[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA;Água;23975;13311;
250470;Congo;PB;2015;"[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA; [25047040] PREFEITURA MUNICIPAL DE CONGO - PMC";"Água; Res Sólidos";4780;4314;
250485;Coxixola;PB;2015;"[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA; [25048540] PREFEITURA MUNICIPAL DE COXIXOLA - PMC";"Água; Res Sólidos";1892;1040;
250490;Cruz do Espírito Santo;PB;2015;[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA;Água;17212;6233;
250500;Cubati;PB;2015;[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA;Água e Esgoto;7193;5682;645
250510;Cuité;PB;2015;[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA;Água;20325;;
250523;Cuité de Mamanguape;PB;2015;[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA;Água;6340;2223;
250520;Cuitegi;PB;2015;"[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA; [25052040] Prefeitura Municipal de Cuitegi - PMC";"Água; Res Sólidos";6841;6821;
250527;Curral de Cima;PB;2015;"[25052711] Prefeitura Municipal de Curral de Cima - PMCC; [25052740] Prefeitura Municípal de Curral de Cima - PMCC";"Água; Res Sólidos";5245;5240;
250535;Damião;PB;2015;"[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA; [25053540] Prefeitura Municipal de Damião - PMD";"Água; Res Sólidos";5246;;
250540;Desterro;PB;2015;"[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA; [25054040] Prefeitura Municipal de Desterro - PMD";"Água; Res Sólidos";8253;;
250560;Diamante;PB;2015;"[25056011] Prefeitura Municipal de Diamante - PMD; [25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA; [25056040] PREFEITURA MUNICIPAL DE DIAMANTE - PMD";"Esgoto; Água; Res Sólidos";6591;4491;3830
250570;Dona Inês;PB;2015;"[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA; [25057040] SECRETARIA MUNICIPA DE INFRAESTRUTURA - SMIE";"Água; Res Sólidos";10456;;
250580;Duas Estradas;PB;2015;"[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA; [25058040] Prefeitura Municipal de Duas Estradas - pmde";"Água; Res Sólidos";3618;3435;
250590;Emas;PB;2015;"[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA; [25059040] PREFEITURA MUNICIPAL DE EMAS - PME";"Água; Res Sólidos";3485;2346;
250600;Esperança;PB;2015;"[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA; [25060040] Prefeitura Municipal de Esperança - pb";"Água; Res Sólidos";32785;20481;
250610;Fagundes;PB;2015;"[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA; [25061040] PREFEITURA MUNICIPAL DE FAGUNDES - PMF";"Água; Res Sólidos";11378;6067;
250620;Frei Martinho;PB;2015;"[25062011] Prefeitura Municipal de Frei Martinho - PMFM; [25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA; [25062040] PREFEITURA MUNICIPAL DE FREI MARTINHO - PMFM";"Esgoto; Água; Res Sólidos";2986;2144;2984
250625;Gado Bravo;PB;2015;[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA;Água;8450;;
250630;Guarabira;PB;2015;"[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA; [25063040] Prefeitura Municipal de Guarabira - PMG";"Água e Esgoto; Res Sólidos";58162;57361;33757
250640;Gurinhém;PB;2015;"[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA; [25064040] Prefeitura Municipal de Gurinhém - PMG";"Água; Res Sólidos";14117;7334;
250650;Gurjão;PB;2015;[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA;Água;3376;2282;
250660;Ibiara;PB;2015;"[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA; [25066040] Prefeitura Municipal de Ibiara - PMI";"Água; Res Sólidos";5974;4083;
250260;Igaracy;PB;2015;"[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA; [25026040] Secretaria de Infraestrutura - Sec Infraest";"Água; Res Sólidos";6191;4829;
250670;Imaculada;PB;2015;"[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA; [25067040] Prefeitura Municipal de Imaculada - PMI";"Água; Res Sólidos";11749;4887;
250680;Ingá;PB;2015;[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA;Água;18042;12808;
250690;Itabaiana;PB;2015;[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA;Água;24565;18119;
250700;Itaporanga;PB;2015;[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA;Água e Esgoto;24499;18267;5892
250710;Itapororoca;PB;2015;"[25071011] Prefeitura Municipal de Itapororoca - PMI; [25071040] Prefeitura Municipal de Itapororoca - PMI";"Água; Res Sólidos";18332;17000;
250720;Itatuba;PB;2015;"[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA; [25072040] Prefeitura Municipal de Itatuba - PMI";"Água; Res Sólidos";10739;6008;
250730;Jacaraú;PB;2015;[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA;Água;14316;8548;
250740;Jericó;PB;2015;"[25074011] Prefeitura Municipal de Jericó - PMJ; [25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA; [25074040] SECRETARIA MUNICIPAL DE SAUDE - SMS";"Esgoto; Água; Res Sólidos";7717;4129;4833
250750;João Pessoa;PB;2015;"[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA; [25075040] autarquia especial municipal de limpeza urbana - emlur";"Água e Esgoto; Res Sólidos";791438;791438;599226
251365;Joca Claudino;PB;2015;[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA;Água;2680;880;
250760;Juarez Távora;PB;2015;"[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA; [25076040] Prefeitura Municipal de Juarez Távora - PMJT";"Água; Res Sólidos";7850;7158;
250770;Juazeirinho;PB;2015;[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA;Água;17902;8442;
250790;Juripiranga;PB;2015;[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA;Água;10669;7227;
250800;Juru;PB;2015;"[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA; [25080040] PREFEITURA MUNICIPAL DE JURU - PMJ";"Água; Res Sólidos";9892;5075;
250810;Lagoa;PB;2015;[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA;Água;4687;2380;
250820;Lagoa de Dentro;PB;2015;"[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA; [25082040] Prefeitura Municipal de Lagoa de Dentro - PMLD";"Água; Res Sólidos";7619;3752;
250830;Lagoa Seca;PB;2015;"[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA; [25083040] Prefeitura Municipal de Lagoa seca - PMLS";"Água e Esgoto; Res Sólidos";27247;11461;475
250840;Lastro;PB;2015;"[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA; [25084040] PREFEITURA MUNICIPAL DE LASTRO - PML";"Água; Res Sólidos";2765;1614;
250850;Livramento;PB;2015;[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA;Água;7355;4238;
250855;Logradouro;PB;2015;"[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA; [25085540] PREFEITURA MUNICIPAL DE LOGRADOURO - PML";"Água; Res Sólidos";4254;2061;
250860;Lucena;PB;2015;[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA;Água;12804;12804;
250870;Mãe D Água;PB;2015;"[25087011] Prefeitura Municipal de Mãe D'Água - PMMA; [25087040] Prefeitura Municipal de Mãe D`água - PMMD";"Água e Esgoto; Res Sólidos";4026;3030;2215
250880;Malta;PB;2015;"[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA; [25088040] Prefeitura Municipal de Malta - PMM";"Água; Res Sólidos";5672;5481;
250890;Mamanguape;PB;2015;[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA;Água e Esgoto;44369;24060;2850
250900;Manaíra;PB;2015;"[25090011] Prefeitura Municipal de Manaíra - PMM; [25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA; [25090040] SECRETARIA DE INFRAESTRUTURA - SMIE";"Esgoto; Água; Res Sólidos";11066;7797;6150
250910;Mari;PB;2015;[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA;Água;21755;15269;
250915;Marizópolis;PB;2015;[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA;Água;6522;5665;
250920;Massaranduba;PB;2015;[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA;Água;13654;4230;
250933;Matinhas;PB;2015;"[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA; [25093340] Prefeitura Municipal de Matinhas - PMM";"Água; Res Sólidos";4497;833;
250937;Mato Grosso;PB;2015;"[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA; [25093740] PREFEITURA MUNICIPAL DE MATO GROSSO - PMMG";"Água; Res Sólidos";2869;798;
250939;Maturéia;PB;2015;"[25093911] Prefeitura Municipal de Maturéia - PMM; [25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA; [25093940] Prefeitura Municipal de Matureia - PB - PMM";"Esgoto; Água; Res Sólidos";6441;4805;3000
250940;Mogeiro;PB;2015;"[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA; [25094040] Prefeitura Municipal de Mogeiro - PMM";"Água; Res Sólidos";13317;2871;
250950;Montadas;PB;2015;"[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA; [25095040] PREFEITURA MUNICIPAL DE MONTADAS - PMM";"Água; Res Sólidos";5528;;
250960;Monte Horebe;PB;2015;[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA;Água;4759;3421;
250970;Monteiro;PB;2015;[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA;Água e Esgoto;32774;24337;19189
250980;Mulungu;PB;2015;"[25098011] Prefeitura Municipal de Mulungu - PMM; [25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA";"Esgoto; Água";9840;5828;2800
250990;Natuba;PB;2015;"[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA; [25099040] PREFEITURA MUNICIPAL DE NATUBA - PMN";"Água; Res Sólidos";10450;3447;
251000;Nazarezinho;PB;2015;[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA;Água;7318;;
251010;Nova Floresta;PB;2015;[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA;Água;10650;;
251020;Nova Olinda;PB;2015;"[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA; [25102040] Prefeitura Municipal de Nova Olinda - PMNO";"Água; Res Sólidos";5999;3841;
251030;Nova Palmeira;PB;2015;"[25103011] Prefeitura Municipal de Nova Palmeira - PMNP; [25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA; [25103040] Prefeitura Municipal de Nova Palmeira - PMNP";"Esgoto; Água; Res Sólidos";4784;;2556
251040;Olho D ÁGUA;PB;2015;"[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA; [25104040] SECRETARIA MUNICIPAL DE INFRA ESTRUTURA - SMIE";"Água; Res Sólidos";6646;4483;
251050;Olivedos;PB;2015;[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA;Água;3880;2369;
251060;Ouro Velho;PB;2015;"[25106011] Prefeitura Municipal de Ouro Velho - PMOV; [25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA; [25106040] Prefeitura Municipal de Ouro Velho - PMOV";"Esgoto; Água; Res Sólidos";3023;2063;1700
251065;Parari;PB;2015;[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA;Água;1795;924;
251070;Passagem;PB;2015;[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA;Água;2383;2115;
251080;Patos;PB;2015;"[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA; [25108040] Secretaria Municipal de Meio Ambiente - SEMADS";"Água e Esgoto; Res Sólidos";106314;106314;7017
251090;Paulista;PB;2015;"[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA; [25109040] Prefeitura Municipal de Paulista - PMP";"Água; Res Sólidos";12216;4678;
251100;Pedra Branca;PB;2015;"[25110011] Prefeitura Municipal de Pedra Branca - PMPB; [25110040] Prefeitura Municipal de Pedra Branca - PMPB";"Água e Esgoto; Res Sólidos";3796;2550;1200
251110;Pedra Lavrada;PB;2015;"[25111011] Prefeitura Municipal de Pedra Lavrada - PMPL; [25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA; [25111040] PREFEITURA MUNICIPAL DE PEDRA LAVRADA - PMPL";"Esgoto; Água; Res Sólidos";7982;3709;2928
251120;Pedras de Fogo;PB;2015;"[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA; [25112040] Secretaria de Agricultura e Meio Ambiente - SAMA";"Água e Esgoto; Res Sólidos";28286;9873;1596
251272;Pedro Régis;PB;2015;"[25127211] Prefeitura Municipal de Pedro Régis - PMPR; [25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA; [25127240] Prefeitura Municipal de Pedro Régis - PMPR";"Água; Água; Res Sólidos";6034;4539;
251130;Piancó;PB;2015;"[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA; [25113040] PREFEITURA MUNICIPAL DE PIANCÓ - PMP";"Água; Res Sólidos";15985;12190;
251140;Picuí;PB;2015;[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA;Água;18670;13705;
251150;Pilar;PB;2015;"[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA; [25115040] secretaria de infra estrutura - seinfra";"Água; Res Sólidos";11786;7847;
251160;Pilões;PB;2015;"[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA; [25116040] administração - PMP";"Água; Res Sólidos";6728;;
251170;Pilõezinhos;PB;2015;[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA;Água;5118;3174;
251180;Pirpirituba;PB;2015;"[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA; [25118040] SECRETARIA DE DESENVOLVIMENTO ECONÔMICO - SDE";"Água; Res Sólidos";10555;8944;
