Código do Município ;Município ;Estado ;Ano de Referência ;Prestadores ;Serviços ;POP_TOT - População total do município do ano de referência (Fonte: IBGE): (Habitantes);AG001 - População total atendida com abastecimento de água (Habitantes);ES001 - População total atendida com esgotamento sanitário (Habitantes)
231260;São Luís do Curu;CE;2015;"[23126011] Prefeitura Municipal de São Luís do Curu - PMSLC; [23044000] Companhia de Água e Esgoto do Ceará - CAGECE; [23126040] Prefeitura Municipal de São Luís do Curu - PMSLC";"Esgoto; Água; Res. Sólidos";12.760;6.644;8.500
231270;Senador Pompeu;CE;2015;[23044000] Companhia de Água e Esgoto do Ceará - CAGECE;Água;26.547;10.984;
231280;Senador Sá;CE;2015;[23044000] Companhia de Água e Esgoto do Ceará - CAGECE;Água;7.367;3.527;
231290;Sobral;CE;2015;"[23044000] Companhia de Água e Esgoto do Ceará - CAGECE; [23129011] Serviço de Água e Esgoto de Sobral - SAAE; [23129040] Prefeitura Municipal de Sobral - PMS";"Água; Água e Esgoto; Res. Sólidos";201.756;199.260;178.054
231300;Solonópole;CE;2015;"[23130011] Prefeitura Municipal de Solonópole - PMS; [23130040] Prefeitura Municipal de Solonópole - PMS";"Água; Res. Sólidos";18.094;18.060;
231310;Tabuleiro do Norte;CE;2015;[23044000] Companhia de Água e Esgoto do Ceará - CAGECE;Água e Esgoto;30.263;15.973;2.041
231320;Tamboril;CE;2015;[23044000] Companhia de Água e Esgoto do Ceará - CAGECE;Água;25.597;9.719;
231325;Tarrafas;CE;2015;"[23044000] Companhia de Água e Esgoto do Ceará - CAGECE; [23132540] Prefeitura Municipal - PM";"Água e Esgoto; Res. Sólidos";8.899;2.621;188
231330;Tauá;CE;2015;"[23044000] Companhia de Água e Esgoto do Ceará - CAGECE; [23133040] Secretaria de InfraEstrutura e Desenvolvimento Urbano - SEINFRA";"Água e Esgoto; Res. Sólidos";57.701;28.663;3.433
231335;Tejuçuoca;CE;2015;[23044000] Companhia de Água e Esgoto do Ceará - CAGECE;Água;18.510;4.732;
231340;Tianguá;CE;2015;"[23044000] Companhia de Água e Esgoto do Ceará - CAGECE; [23134040] Prefeitura Municipal de tianguá - PM";"Água e Esgoto; Res. Sólidos";73.468;41.019;11.488
231350;Trairi;CE;2015;[23044000] Companhia de Água e Esgoto do Ceará - CAGECE;Água e Esgoto;54.418;8.199;1.249
231355;Tururu;CE;2015;"[23044000] Companhia de Água e Esgoto do Ceará - CAGECE; [23135540] Prefeitura Municipal de Tururu - PMT";"Água; Res. Sólidos";15.594;4.620;
231360;Ubajara;CE;2015;"[23044000] Companhia de Água e Esgoto do Ceará - CAGECE; [23136040] Prefeitura Municipal - PM";"Água; Res. Sólidos";33.792;13.026;
231370;Umari;CE;2015;"[23137011] Prefeitura Municipal de Umari - PMU; [23044000] Companhia de Água e Esgoto do Ceará - CAGECE; [23137040] PREFEITURA MUNICIPAL DE UMARI - PMU";"Esgoto; Água; Res. Sólidos";7.665;2.451;4.550
231375;Umirim;CE;2015;"[23044000] Companhia de Água e Esgoto do Ceará - CAGECE; [23137540] secretaria de infraestrutura - seinfra";"Água; Res. Sólidos";19.521;9.374;
231380;Uruburetama;CE;2015;[23044000] Companhia de Água e Esgoto do Ceará - CAGECE;Água;21.206;12.312;
231390;Uruoca;CE;2015;[23044000] Companhia de Água e Esgoto do Ceará - CAGECE;Água e Esgoto;13.519;4.049;914
231395;Varjota;CE;2015;"[23044000] Companhia de Água e Esgoto do Ceará - CAGECE; [23139540] SECRETARIA DE OBRAS E SERVIÇOS PÚBLICOS - SEOSP";"Água; Res. Sólidos";18.136;11.492;
231400;Várzea Alegre;CE;2015;"[23140011] Prefeitura Municipal de Várzea Alegre - PMVA; [23044000] Companhia de Água e Esgoto do Ceará - CAGECE; [23140040] Prefeitura Municipal de Várzea Alegre - PMVA";"Esgoto; Água; Res. Sólidos";40.062;21.501;17.900
231410;Viçosa do Ceará;CE;2015;"[23141011] Prefeitura Municipal de Viçosa do Ceará - PMVC; [23044000] Companhia de Água e Esgoto do Ceará - CAGECE";"Esgoto; Água";58.922;13.319;2.710
250010;Água Branca;PB;2015;[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA;Água;10.083;4.476;
250020;Aguiar;PB;2015;"[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA; [25002040] Prefeitura Municipal de Aguiar - PMA";"Água; Res. Sólidos";5.573;3.358;
250030;Alagoa Grande;PB;2015;"[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA; [25003040] Secretaria de Meio Ambiente e Recursos Naturais - SEMAAG";"Água e Esgoto; Res. Sólidos";28.646;21.278;8.470
250040;Alagoa Nova;PB;2015;"[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA; [25004040] PREFEITURA MUNICIPAL DE ALAGOA NOVA - PMAN";"Água; Res. Sólidos";20.500;6.899;
250050;Alagoinha;PB;2015;"[25005011] Serviço Autônomo de Água e Esgoto - SAAE; [25005040] Prefeitura Municipal - PM";"Água; Res. Sólidos";14.284;11.100;
250053;Alcantil;PB;2015;"[25005311] Prefeitura Municipal de Alcantil - PMA; [25005340] Secretaria de Infraestrutura - SIE";"Água e Esgoto; Res. Sólidos";5.451;5.425;5.425
250057;Algodão de Jandaíra;PB;2015;[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA;Água;2.475;;
250060;Alhandra;PB;2015;"[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA; [25006040] Prefeitura Municipal de Alhandra - PMA";"Água; Res. Sólidos";19.238;16.276;
250073;Amparo;PB;2015;"[25007311] Prefeitura Municipal de Amparo - PMA; [25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA";"Esgoto; Água";2.212;1.498;998
250077;Aparecida;PB;2015;"[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA; [25007740] Prefeitura Municpal de Aparecida - PMA";"Água; Res. Sólidos";8.263;4.806;
250080;Araçagi;PB;2015;"[25008011] Serviço Autônomo de Água e Esgoto - SAAE; [25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA; [25008040] PREFEITURA MUNICIPAL DE ARAÇAGI - PMA";"Esgoto; Água; Res. Sólidos";17.122;8.188;6.000
250090;Arara;PB;2015;"[25009011] Prefeitura Municipal de Arara - PMA; [25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA; [25009040] Prefeitura Municipal de Arara - PMA";"Esgoto; Água; Res. Sólidos";13.355;10.429;13.355
250100;Araruna;PB;2015;"[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA; [25010040] PREFEITURA MUNICIPAL DE ARARUNA - PMA";"Água e Esgoto; Res. Sólidos";20.051;11.057;7.880
250110;Areia;PB;2015;[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA;Água;23.110;13.726;
250115;Areia de Baraúnas;PB;2015;"[25011511] Prefeitura Municipal de Areia de Baraunas - PMAB; [25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA; [25011540] Prefeitura Municipal de Areia de Baraúnas - PMAB";"Esgoto; Água; Res. Sólidos";1.880;953;1.412
250120;Areial;PB;2015;"[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA; [25012040] Prefeitura Municipal - PMA";"Água; Res. Sólidos";6.900;;
250130;Aroeiras;PB;2015;"[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA; [25013040] Prefeitura Municipal de Aroeiras - PMA";"Água; Res. Sólidos";19.204;;
250150;Bananeiras;PB;2015;[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA;Água;21.235;5.266;
250157;Barra de Santana;PB;2015;"[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA; [25015740] Prefeitura Municipal de Barra de Santana - PMBS";"Água; Res. Sólidos";8.249;891;
250160;Barra de Santa Rosa;PB;2015;[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA;Água;15.145;9.491;
250170;Barra de São Miguel;PB;2015;"[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA; [25017040] PREFEITURA MUNICIPAL DE BARRA DE SÃO MIGUEL - PMBSM";"Água; Res. Sólidos";5.905;;
250180;Bayeux;PB;2015;"[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA; [25018040] SECRETARIA DE INFRAESTRUTURA - MARQUISE";"Água e Esgoto; Res. Sólidos";96.140;77.843;8.793
250190;Belém;PB;2015;"[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA; [25019040] secretaria de desenvolvimento urbano,infraestrutura e transporte - seduit";"Água; Res. Sólidos";17.594;15.553;
250200;Belém do Brejo do Cruz;PB;2015;"[25020011] Prefeitura Municipal de Belém do Brejo do Cruz - PMBBC; [25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA; [25020040] PREFEITURA MUNICIPAL DE BELÉM DO BREJO DO CRUZ - PMBBC";"Esgoto; Água; Res. Sólidos";7.320;5.130;7.320
250205;Bernardino Batista;PB;2015;[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA;Água;3.356;;
250210;Boa Ventura;PB;2015;"[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA; [25021040] prefeitura municipal de boa ventura - PMBV";"Água; Res. Sólidos";5.473;4.357;
250215;Boa Vista;PB;2015;"[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA; [25021540] PREFEITURA MUNICIPAL DE BOA VISTA - PMBV";"Água; Res. Sólidos";6.884;4.861;
250220;Bom Jesus;PB;2015;"[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA; [25022040] Prefeitura Municipal de Bom Jesus - PMBJ";"Água; Res. Sólidos";2.532;1.811;
250230;Bom Sucesso;PB;2015;"[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA; [25023040] SECRETARIA DE INFRAESTRUTURA - SIE";"Água; Res. Sólidos";5.007;2.158;
250240;Bonito de Santa Fé;PB;2015;"[25024011] Prefeitura Municipal de Bonito de Santa Fé - PMBSF; [25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA; [25024040] Prefeitura Municipal de Bonito de Santa Fé - PMBSF";"Esgoto; Água; Res. Sólidos";11.684;9.026;8.500
250250;Boqueirão;PB;2015;"[25025011] Prefeitura Municipal de Boqueirão - PMB; [25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA; [25025040] Prefeitura Municipal de Boqueirão - PMB";"Esgoto; Água; Res. Sólidos";17.670;11.319;12.462
250280;Brejo do Cruz;PB;2015;[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA;Água;13.900;10.100;
250290;Brejo dos Santos;PB;2015;[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA;Água;6.413;5.097;
250300;Caaporã;PB;2015;"[25030011] Serviço Autônomo de Água e Esgoto - SAAE; [25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA";"Água; Água";21.555;14.570;
250310;Cabaceiras;PB;2015;[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA;Água;5.449;2.463;
250320;Cabedelo;PB;2015;"[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA; [25032040] SECRETARIA DE INFRAESTRUTURA - SEINFRA";"Água e Esgoto; Res. Sólidos";65.634;65.634;13.074
250330;Cachoeira dos Índios;PB;2015;"[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA; [25033040] Prefeitura Municipal de Cachoeira Dos Índios - PMCÍ";"Água; Res. Sólidos";10.114;3.981;
250340;Cacimba de Areia;PB;2015;"[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA; [25034040] Prefeitura Municipal de Cacimba de Areia - PMCA";"Água; Res. Sólidos";3.713;1.869;
250350;Cacimba de Dentro;PB;2015;"[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA; [25035040] PREFEITURA MUNICIPAL DE CACIMBA DE DENTRO - PMCD";"Água; Res. Sólidos";17.149;10.615;
250355;Cacimbas;PB;2015;"[25035511] Prefeitura Municipal de Cacimbas - PMC; [25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA; [25035540] Prefeitura Municipal de Cacimbas - PMC";"Esgoto; Água; Res. Sólidos";7.112;;3.400
250360;Caiçara;PB;2015;[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA;Água;7.293;5.860;
250370;Cajazeiras;PB;2015;"[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA; [25037040] Secretaria Executiva de Meio Ambiente - SEMAC";"Água e Esgoto; Res. Sólidos";61.431;61.431;9.287
250375;Cajazeirinhas;PB;2015;"[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA; [25037540] PREFEITURA MUNICIPAL DE CAJAZEIRINHAS - PMC";"Água e Esgoto; Res. Sólidos";3.165;1.513;397
250380;Caldas Brandão;PB;2015;[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA;Água;5.945;5.342;
250390;Camalaú;PB;2015;"[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA; [25039040] Prefeitura Municipal de Camalaú/PB - PM";"Água e Esgoto; Res. Sólidos";5.971;4.292;355
250400;Campina Grande;PB;2015;"[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA; [25040040] SECRETARIA DE SERVIÇOS URBANOS E MEIO AMBIENTE - SESUMA";"Água e Esgoto; Res. Sólidos";405.072;405.072;357.612
250403;Capim;PB;2015;"[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA; [25040340] PREFEITURA MUNICIPAL DE CAPIM - PMC";"Água; Res. Sólidos";6.326;3.101;
250407;Caraúbas;PB;2015;"[25040711] Prefeitura Municipal de Caraúbas - PMC; [25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA";"Esgoto; Água";4.115;1.918;2.318
250410;Carrapateira;PB;2015;"[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA; [25041040] PREFEITURA MUNICIPAL DE CARRAPATEIRA - PMC";"Água; Res. Sólidos";2.601;;
250415;Casserengue;PB;2015;"[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA; [25041540] Prefeitura Municipal de Casserengue - PMC";"Água; Res. Sólidos";7.394;3.210;
250420;Catingueira;PB;2015;"[25042011] Prefeitura Municipal de Catingueira - PMC; [25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA; [25042040] Prefeitura Municipal de Catingueira - PMC";"Esgoto; Água; Res. Sólidos";4.920;3.358;1.720
250430;Catolé do Rocha;PB;2015;"[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA; [25043040] Prefeitura Municipal de Catolé do Rocha PB - PMCR";"Água e Esgoto; Res. Sólidos";30.179;22.542;5.803
250435;Caturité;PB;2015;"[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA; [25043540] Secretaria Municipal de Infraestrutura - SEINFRA";"Água; Res. Sólidos";4.779;1.891;
250440;Conceição;PB;2015;"[25044011] Prefeitura Municipal de Conceição - PMC; [25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA; [25044040] Prefeitura Municipal de Conceição - PMC";"Esgoto; Água; Res. Sólidos";18.860;13.106;7.500
250450;Condado;PB;2015;[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA;Água;6.733;6.181;
250460;Conde;PB;2015;[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA;Água;23.975;13.311;
250470;Congo;PB;2015;"[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA; [25047040] PREFEITURA MUNICIPAL DE CONGO - PMC";"Água; Res. Sólidos";4.780;4.314;
250485;Coxixola;PB;2015;"[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA; [25048540] PREFEITURA MUNICIPAL DE COXIXOLA - PMC";"Água; Res. Sólidos";1.892;1.040;
250490;Cruz do Espírito Santo;PB;2015;[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA;Água;17.212;6.233;
250500;Cubati;PB;2015;[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA;Água e Esgoto;7.193;5.682;645
250510;Cuité;PB;2015;[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA;Água;20.325;;
250523;Cuité de Mamanguape;PB;2015;[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA;Água;6.340;2.223;
250520;Cuitegi;PB;2015;"[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA; [25052040] Prefeitura Municipal de Cuitegi - PMC";"Água; Res. Sólidos";6.841;6.821;
250527;Curral de Cima;PB;2015;"[25052711] Prefeitura Municipal de Curral de Cima - PMCC; [25052740] Prefeitura Municípal de Curral de Cima - PMCC";"Água; Res. Sólidos";5.245;5.240;
250535;Damião;PB;2015;"[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA; [25053540] Prefeitura Municipal de Damião - PMD";"Água; Res. Sólidos";5.246;;
250540;Desterro;PB;2015;"[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA; [25054040] Prefeitura Municipal de Desterro - PMD";"Água; Res. Sólidos";8.253;;
250560;Diamante;PB;2015;"[25056011] Prefeitura Municipal de Diamante - PMD; [25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA; [25056040] PREFEITURA MUNICIPAL DE DIAMANTE - PMD";"Esgoto; Água; Res. Sólidos";6.591;4.491;3.830
250570;Dona Inês;PB;2015;"[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA; [25057040] SECRETARIA MUNICIPA DE INFRAESTRUTURA - SMIE";"Água; Res. Sólidos";10.456;;
250580;Duas Estradas;PB;2015;"[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA; [25058040] Prefeitura Municipal de Duas Estradas - pmde";"Água; Res. Sólidos";3.618;3.435;
250590;Emas;PB;2015;"[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA; [25059040] PREFEITURA MUNICIPAL DE EMAS - PME";"Água; Res. Sólidos";3.485;2.346;
250600;Esperança;PB;2015;"[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA; [25060040] Prefeitura Municipal de Esperança - pb";"Água; Res. Sólidos";32.785;20.481;
250610;Fagundes;PB;2015;"[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA; [25061040] PREFEITURA MUNICIPAL DE FAGUNDES - PMF";"Água; Res. Sólidos";11.378;6.067;
250620;Frei Martinho;PB;2015;"[25062011] Prefeitura Municipal de Frei Martinho - PMFM; [25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA; [25062040] PREFEITURA MUNICIPAL DE FREI MARTINHO - PMFM";"Esgoto; Água; Res. Sólidos";2.986;2.144;2.984
250625;Gado Bravo;PB;2015;[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA;Água;8.450;;
250630;Guarabira;PB;2015;"[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA; [25063040] Prefeitura Municipal de Guarabira - PMG";"Água e Esgoto; Res. Sólidos";58.162;57.361;33.757
250640;Gurinhém;PB;2015;"[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA; [25064040] Prefeitura Municipal de Gurinhém - PMG";"Água; Res. Sólidos";14.117;7.334;
250650;Gurjão;PB;2015;[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA;Água;3.376;2.282;
250660;Ibiara;PB;2015;"[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA; [25066040] Prefeitura Municipal de Ibiara - PMI";"Água; Res. Sólidos";5.974;4.083;
250260;Igaracy;PB;2015;"[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA; [25026040] Secretaria de Infraestrutura - Sec Infraest";"Água; Res. Sólidos";6.191;4.829;
250670;Imaculada;PB;2015;"[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA; [25067040] Prefeitura Municipal de Imaculada - PMI";"Água; Res. Sólidos";11.749;4.887;
250680;Ingá;PB;2015;[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA;Água;18.042;12.808;
250690;Itabaiana;PB;2015;[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA;Água;24.565;18.119;
250700;Itaporanga;PB;2015;[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA;Água e Esgoto;24.499;18.267;5.892
250710;Itapororoca;PB;2015;"[25071011] Prefeitura Municipal de Itapororoca - PMI; [25071040] Prefeitura Municipal de Itapororoca - PMI";"Água; Res. Sólidos";18.332;17.000;
250720;Itatuba;PB;2015;"[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA; [25072040] Prefeitura Municipal de Itatuba - PMI";"Água; Res. Sólidos";10.739;6.008;
250730;Jacaraú;PB;2015;[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA;Água;14.316;8.548;
250740;Jericó;PB;2015;"[25074011] Prefeitura Municipal de Jericó - PMJ; [25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA; [25074040] SECRETARIA MUNICIPAL DE SAUDE - SMS";"Esgoto; Água; Res. Sólidos";7.717;4.129;4.833
250750;João Pessoa;PB;2015;"[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA; [25075040] autarquia especial municipal de limpeza urbana - emlur";"Água e Esgoto; Res. Sólidos";791.438;791.438;599.226
251365;Joca Claudino;PB;2015;[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA;Água;2.680;880;
250760;Juarez Távora;PB;2015;"[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA; [25076040] Prefeitura Municipal de Juarez Távora - PMJT";"Água; Res. Sólidos";7.850;7.158;
250770;Juazeirinho;PB;2015;[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA;Água;17.902;8.442;
250790;Juripiranga;PB;2015;[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA;Água;10.669;7.227;
250800;Juru;PB;2015;"[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA; [25080040] PREFEITURA MUNICIPAL DE JURU - PMJ";"Água; Res. Sólidos";9.892;5.075;
250810;Lagoa;PB;2015;[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA;Água;4.687;2.380;
250820;Lagoa de Dentro;PB;2015;"[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA; [25082040] Prefeitura Municipal de Lagoa de Dentro - PMLD";"Água; Res. Sólidos";7.619;3.752;
250830;Lagoa Seca;PB;2015;"[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA; [25083040] Prefeitura Municipal de Lagoa seca - PMLS";"Água e Esgoto; Res. Sólidos";27.247;11.461;475
250840;Lastro;PB;2015;"[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA; [25084040] PREFEITURA MUNICIPAL DE LASTRO - PML";"Água; Res. Sólidos";2.765;1.614;
250850;Livramento;PB;2015;[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA;Água;7.355;4.238;
250855;Logradouro;PB;2015;"[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA; [25085540] PREFEITURA MUNICIPAL DE LOGRADOURO - PML";"Água; Res. Sólidos";4.254;2.061;
250860;Lucena;PB;2015;[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA;Água;12.804;12.804;
250870;Mãe D Água;PB;2015;"[25087011] Prefeitura Municipal de Mãe D'Água - PMMA; [25087040] Prefeitura Municipal de Mãe D`água - PMMD";"Água e Esgoto; Res. Sólidos";4.026;3.030;2.215
250880;Malta;PB;2015;"[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA; [25088040] Prefeitura Municipal de Malta - PMM";"Água; Res. Sólidos";5.672;5.481;
250890;Mamanguape;PB;2015;[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA;Água e Esgoto;44.369;24.060;2.850
250900;Manaíra;PB;2015;"[25090011] Prefeitura Municipal de Manaíra - PMM; [25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA; [25090040] SECRETARIA DE INFRAESTRUTURA - S.M.I.E";"Esgoto; Água; Res. Sólidos";11.066;7.797;6.150
250910;Mari;PB;2015;[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA;Água;21.755;15.269;
250915;Marizópolis;PB;2015;[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA;Água;6.522;5.665;
250920;Massaranduba;PB;2015;[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA;Água;13.654;4.230;
250933;Matinhas;PB;2015;"[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA; [25093340] Prefeitura Municipal de Matinhas - PMM";"Água; Res. Sólidos";4.497;833;
250937;Mato Grosso;PB;2015;"[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA; [25093740] PREFEITURA MUNICIPAL DE MATO GROSSO - PMMG";"Água; Res. Sólidos";2.869;798;
250939;Maturéia;PB;2015;"[25093911] Prefeitura Municipal de Maturéia - PMM; [25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA; [25093940] Prefeitura Municipal de Matureia - PB - PMM";"Esgoto; Água; Res. Sólidos";6.441;4.805;3.000
250940;Mogeiro;PB;2015;"[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA; [25094040] Prefeitura Municipal de Mogeiro - PMM";"Água; Res. Sólidos";13.317;2.871;
250950;Montadas;PB;2015;"[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA; [25095040] PREFEITURA MUNICIPAL DE MONTADAS - PMM";"Água; Res. Sólidos";5.528;;
250960;Monte Horebe;PB;2015;[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA;Água;4.759;3.421;
250970;Monteiro;PB;2015;[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA;Água e Esgoto;32.774;24.337;19.189
250980;Mulungu;PB;2015;"[25098011] Prefeitura Municipal de Mulungu - PMM; [25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA";"Esgoto; Água";9.840;5.828;2.800
250990;Natuba;PB;2015;"[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA; [25099040] PREFEITURA MUNICIPAL DE NATUBA - PMN";"Água; Res. Sólidos";10.450;3.447;
251000;Nazarezinho;PB;2015;[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA;Água;7.318;;
251010;Nova Floresta;PB;2015;[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA;Água;10.650;;
251020;Nova Olinda;PB;2015;"[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA; [25102040] Prefeitura Municipal de Nova Olinda - PMNO";"Água; Res. Sólidos";5.999;3.841;
251030;Nova Palmeira;PB;2015;"[25103011] Prefeitura Municipal de Nova Palmeira - PMNP; [25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA; [25103040] Prefeitura Municipal de Nova Palmeira - PMNP";"Esgoto; Água; Res. Sólidos";4.784;;2.556
251040;Olho D ÁGUA;PB;2015;"[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA; [25104040] SECRETARIA MUNICIPAL DE INFRA ESTRUTURA - SMIE";"Água; Res. Sólidos";6.646;4.483;
251050;Olivedos;PB;2015;[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA;Água;3.880;2.369;
251060;Ouro Velho;PB;2015;"[25106011] Prefeitura Municipal de Ouro Velho - PMOV; [25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA; [25106040] Prefeitura Municipal de Ouro Velho - PMOV";"Esgoto; Água; Res. Sólidos";3.023;2.063;1.700
251065;Parari;PB;2015;[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA;Água;1.795;924;
251070;Passagem;PB;2015;[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA;Água;2.383;2.115;
251080;Patos;PB;2015;"[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA; [25108040] Secretaria Municipal de Meio Ambiente - SEMADS";"Água e Esgoto; Res. Sólidos";106.314;106.314;7.017
